Bike index,x_zero,y_zero,x_rear_wheel_center,y_rear_wheel_center,x_BB,y_BB,x_front_wheel_center,y_front_wheel_center,x_head_tube_top,y_head_tube_top,x_rear_tube_connect_seat_tube,y_rear_tube_connect_seat_tube,x_top_tube_connect_seat_tube,y_top_tube_connect_seat_tube,x_top_tube_connect_head_tube,y_top_tube_connect_head_tube,x_down_tube_connect_head_tube,y_down_tube_connect_head_tube,x_stem_top,y_stem_top,x_front_fork,y_front_fork,x_saddle_top,y_saddle_top,x_seat_tube_top,y_seat_tube_top
1259,86.16614096093906,145.71100038328862,86.16614096093906,145.71100038328862,117.4555312148795,143.25795323878882,168.96952124937548,145.71100038328862,153.4900562960981,106.08974877455867,111.29181271281658,122.35701061391526,111.29181271281658,122.51807261232476,155.10067628019277,111.40479472207122,156.22811026905907,115.59240668071747,159.12012185822618,104.36846499359231,162.67059020543795,134.27559849621616,110.41544254025082,116.31028779185361,110.41544254025082,118.70624630896798
1260,86.14319384390686,144.6316596397087,86.14319384390686,144.6316596397087,117.6027140435495,142.17861249520888,169.11670407804547,144.6316596397087,154.2050875437855,107.77786927226289,114.21480437911026,128.94919565356153,114.0579797392488,128.79237101370006,155.63442422949652,112.45301891341617,156.63134133560635,115.71378784034715,159.8351531059136,106.05658549129652,162.98726737602792,134.1244087689901,112.55051056901766,121.54722094812448,112.55051056901766,124.55948512490333
1261,73.38365869393601,144.38635492525873,73.38365869393601,144.38635492525873,115.91637091158988,151.00958221540822,182.2271413217087,144.38635492525873,158.15090867179066,84.75010141142693,102.70315456862926,108.08602669944806,104.29877339174182,113.07233552167479,160.14543220068134,91.93038611543341,161.54159867090482,96.11888552610387,166.15448529629214,81.01797233879151,175.5032633731397,132.02030904613642,102.00266034877846,77.03196943558389,102.00266034877846,105.49988558820604
1262,79.78507112010891,142.76734380988884,79.78507112010891,142.76734380988884,118.71813573674034,149.6358758144883,176.11943891803585,142.76734380988884,159.42075893178492,86.87624181362078,111.01833400037634,105.8719104659472,111.01833400037634,105.8719104659472,161.2803659986485,95.2643872235922,162.35456794442092,100.10979907503831,169.1490028762731,85.59549420118947,170.37979853889635,131.07770156230336,109.9125424734682,80.39349312734439,109.9125424734682,99.69687482954484
1263,79.52834432516977,143.06170946722884,79.52834432516977,143.06170946722884,118.27658725073037,149.93024147182828,175.6778904320259,143.06170946722884,162.54499689988398,85.7581793714084,110.81637303844563,107.6212642392441,110.05012880217635,103.2756772327033,164.15423548263513,95.37460994808364,165.1018015526227,101.03704150206106,172.32693777514964,84.9883239284675,171.36092460693328,130.75614370947252,109.47099398745824,80.68862980502257,109.47099398745824,99.99124048688483
1264,86.28191852193517,144.92602529704868,86.28191852193517,144.92602529704868,117.89707970088946,142.47297815254888,169.41106973538547,144.92602529704868,153.37366742241656,105.93387946547479,111.85571457341278,121.56231038582222,111.85571457341278,121.40444744723284,154.95229680831022,111.30121937751329,155.89947443984647,114.61634108789002,159.00373298454468,104.21259568450843,163.63475843072547,135.4542489816866,110.8596956319752,115.71152304081747,110.8596956319752,117.93070330376139
1265,71.4292050219568,140.755845151399,71.4292050219568,140.755845151399,119.91772301161463,154.49290916059795,188.06337268581933,140.755845151399,157.4042547150692,77.64883936642903,113.86701727456726,107.77308951465514,113.86701727456726,107.99297455223342,160.262760203587,86.66412590713902,163.12126569210483,95.01975733511415,165.0208344291866,75.74981275781226,176.09448290922404,127.56274289670147,111.66816689878432,89.11069548189795,111.66816689878432,102.49584861277611
1266,66.69774975681531,145.07320812571868,66.69774975681531,145.07320812571868,121.15731238712749,149.9793024147183,188.37080414642224,145.07320812571868,159.51231284266663,72.8053803794833,108.34074543132027,108.05820082733894,107.33821756643766,104.77907993538432,162.11017593158357,81.07130838967362,163.76336153362163,87.44788142610616,167.19052781508069,71.17332540518366,179.82287881056283,131.139215194255,106.27394529437169,82.78567324375898,106.27394529437169,101.29800218751728
1267,79.76510647401216,143.3560751245688,79.76510647401216,143.3560751245688,118.52189196518034,150.22460712916828,175.92319514647588,143.3560751245688,154.3295290764944,88.55571634443126,105.63806275053611,105.44500724716218,105.45838944306026,105.26533393968631,156.84495538115644,96.82068848832085,159.36038168581848,104.54664070978286,163.92729779201198,86.51564762655673,170.67980005679772,131.13829021621027,104.59317253593039,82.63881702336718,104.59317253593039,101.64938980739443
1268,79.41726456036909,146.74128018397855,79.41726456036909,146.74128018397855,117.06018262968692,143.55457812520032,175.38026535505884,146.74128018397855,158.8856471511512,91.57150079138044,105.90672542396311,107.50501108527158,105.3092187879422,105.91166005588249,160.67816705921393,98.14407378761055,162.27151808860305,103.32246463312516,162.84552569388802,90.4300169281011,171.6324553862641,133.99447194886562,104.2710308216925,98.64115980061858,104.2710308216925,103.20393257513236
1269,83.59605208056624,139.13683403602914,83.59605208056624,139.13683403602914,118.85806682187587,145.90724415484863,172.33449457197173,139.13683403602914,153.82311673869475,90.01165178719408,108.58068085316965,107.5684179517262,106.21727002332878,98.95884992873448,155.68008239071253,96.93306921744232,157.19941792418166,101.82870593639839,161.36878156537807,87.84796721566009,165.97780100644778,124.78755399770964,105.65224417563303,84.42954226049466,105.65224417563303,96.62244308332667
1270,83.83742676699907,141.49175929474896,83.83742676699907,141.49175929474896,115.99566199586427,140.01993100804907,172.12138066201987,141.49175929474896,147.33861061730488,90.55851808148282,110.29625337129316,120.15933034503682,110.46162103757,119.99396267876,149.6813339474674,96.66152101049215,151.683907264457,101.87840285982941,151.11144303064657,89.47667579571583,165.36368624148025,131.07359631930814,108.96098253266443,110.43455517935391,108.96098253266443,115.48708824029494
1271,79.23302145083757,144.5335377539287,79.23302145083757,144.5335377539287,118.40526510411131,152.3832886163281,175.6005123252688,144.5335377539287,156.3638244174096,90.52302462008834,102.54282185596867,102.65170125365249,100.83722670437369,97.34540522646819,157.62471610840566,94.77972363090652,160.91207815499612,105.11533869484524,166.172650603448,90.26617146689495,170.76662791976702,132.7838822651634,96.88924917564582,80.2980554919853,96.88924917564582,86.16380060768935
1272,76.9967155550145,145.36757378305865,76.9967155550145,145.36757378305865,113.03479462612279,153.217324645458,178.23678772692773,145.36757378305865,157.39269894548676,90.99906702978967,102.63859994574065,109.50749486068975,98.8462186323491,96.31005457560613,159.1544151354148,96.58651694100479,162.07455147627223,105.84800618186006,167.20451390541112,91.08469344173233,172.04520431161592,132.25743740283775,96.42780693376899,79.67344096503308,96.42780693376899,86.61033504550099
1273,72.36117385949495,144.6316596397087,72.36117385949495,144.6316596397087,115.41791393960773,151.1116289766194,183.67207116956845,144.6316596397087,160.0059704802195,87.67256984500443,104.04968156218254,114.54763333968884,104.04968156218254,114.34707316435538,163.17353625730948,96.87184883058282,164.81941468822265,101.11010159234662,169.52669512286627,85.29878658423345,176.4519048575637,132.1969287690338,101.26090836350357,77.4103123108264,101.26090836350357,103.31837911838298
1274,73.38365869393601,144.38635492525873,73.38365869393601,144.38635492525873,115.91637091158988,151.00958221540822,182.2271413217087,144.38635492525873,157.95145631890153,84.94955376431597,103.1020592744074,109.08328846389341,104.19698376129534,112.67719406783795,159.94597984779227,91.53148140965527,161.7410510237939,96.517790231882,165.95503294340307,81.21742469168058,174.90490631447244,130.82359492880198,102.00266034877846,77.03196943558389,102.00266034877846,105.49988558820604
1275,74.91773569276043,141.19739363740896,74.91773569276043,141.19739363740896,117.52013233235793,146.88846301264851,179.64109821967105,141.19739363740896,157.83798459644402,86.10525547691174,106.1605357156472,109.73289667395673,106.13034639119914,109.04464406251128,160.40327942109724,93.5554126111151,162.26006424656052,98.94790729872898,165.5910919998125,84.87728390005321,174.57245659741415,130.6678382210682,104.83427086663583,79.65824622840398,104.83427086663583,105.39487981976438
1276,80.36605114640477,141.09927175162898,80.36605114640477,141.09927175162898,119.30686705142031,147.96780375622845,175.23634194601595,141.09927175162898,155.4545495608651,89.39899415478743,108.15055407259851,108.56678414817426,108.01070929761337,108.57342004569665,157.26930889921687,95.33480448855394,158.69555352175607,99.99984044678519,163.13276453327916,87.76693918048784,169.34680102396197,130.37234340670608,106.86568076509995,85.66107429152468,106.86568076509995,104.5802310027994
1277,82.74791658952725,146.9865848984285,82.74791658952725,146.9865848984285,117.42941523893882,150.9114603296282,172.8682807046345,146.9865848984285,155.20470059027923,93.73282835142774,106.90017792311124,116.69727355385187,104.07410277768126,105.16275716070194,157.18439414221234,102.24551062474012,159.1640876941455,108.18459128053948,164.85258316353995,91.94469900968801,169.65646351939097,136.6921784283763,102.34688275366508,76.20469695594348,102.34688275366508,98.48409287606722
1278,76.75746713894515,144.97508623993866,76.75746713894515,144.97508623993866,117.51317756814858,151.25488692985817,178.45668082610183,144.97508623993866,155.1814010701251,87.62026888728465,103.67911610039499,102.64176867012262,103.73190971565305,103.19389436662485,157.7174984360588,95.81381422337807,160.83884904028486,104.98278162329217,165.71896165291446,85.28414794880365,172.5439138061326,130.92900852092137,101.82646442452725,77.83291902339654,101.82646442452725,96.54881693640412
1279,77.17394449099473,144.33729398236872,77.17394449099473,144.33729398236872,119.22359540355706,151.1077041011882,178.21447313448846,144.33729398236872,156.44175785338865,87.42225263448873,105.24041470818474,104.64668136297098,104.38922051324894,101.81847269520784,159.67532362908509,97.37414478872293,161.7012336215096,104.13987204030167,165.47392506242755,83.58832511845753,173.5350540997817,132.3156350838066,103.38771307327607,80.12371957845967,103.38771307327607,98.49082779418237
1280,76.26501120962868,139.6274434649291,76.26501120962868,139.6274434649291,116.51738059641113,145.31851284016864,178.92289995248626,139.6274434649291,154.93432098659986,86.28318546547604,114.88122491293646,125.07900946507826,108.77447483892499,108.55486220598841,156.73042394954444,91.31227376172076,158.16730631990006,95.44331057649322,162.78407184899925,86.28318546547604,173.79340209751757,132.08381102056197,107.51720276486381,84.44630512987257,107.51720276486381,105.68109746527713
1281,81.75399783605492,147.72249904177846,81.75399783605492,147.72249904177846,119.93516858254964,146.0053660406286,173.6372766699394,147.72249904177846,153.8196642490475,91.21057358123036,110.61482827003513,106.0730371580106,109.57791220653885,102.44383093577356,157.1032317834524,102.09819224794148,161.07807669352155,113.67708829031679,162.21841554664817,88.4816538608782,164.70728291575858,127.32981645968466,108.3681767991265,85.29978607687056,108.3681767991265,98.81462471353655
1282,76.09781871964279,156.74971253353775,76.09781871964279,156.74971253353775,115.18404150900056,153.80605596013797,176.05602510215613,152.41876771627113,127.20296756338877,117.77120917813828,93.24836019601857,135.6147018252767,51.952084991972654,100.74814456808204,134.65219264908734,123.83453192231153,140.54227760056995,129.03166570303145,129.97827359610255,114.9959031454245,160.118148174615,144.7963048378819,89.43226400405007,125.55552709427727,89.43226400405007,132.19774895357463
1283,83.8092249675959,143.3070141816788,83.8092249675959,143.3070141816788,120.06701417510097,148.2131084706784,175.1232042862547,146.25067075507857,162.41791368878546,101.06402725206759,107.68569584085442,98.86004532530526,107.31836551972735,97.7580543619241,163.33623949160312,107.85963819291808,164.43823045498425,112.45126720700627,171.2488834089848,101.06402725206759,169.9481852718901,132.83810002955778,106.58370487747325,82.14992617307612,106.58370487747325,95.0030769534712
1284,81.92316328527104,146.29973169796858,81.92316328527104,146.29973169796858,120.98428516673056,146.29973169796858,173.25381372173246,146.29973169796858,150.7217211489935,92.80803000966765,121.09554790624222,115.68601934712558,120.93095805489358,115.68601934712558,157.7990847569841,113.8755309822908,159.28039341912165,117.49650771196039,150.7217211489935,92.80803000966765,166.35775702711226,132.47418418468465,120.98428516673056,107.1760656729966,120.98428516673056,112.25143733231124
1285,80.78731322430117,143.79762361057877,80.78731322430117,143.79762361057877,118.95931404556546,148.70371789957838,173.81926038515917,143.79762361057877,161.95060235558452,97.36553600686976,107.90365238486723,110.55224888632313,104.37481372698535,97.73699270769943,162.50778740682904,100.15146126309232,163.43642915890325,103.86602827138903,171.54837107110217,95.32546728899524,171.4227482267412,131.16809578236993,104.11102867341354,81.12252962641092,104.11102867341354,96.92159302646414
1286,79.1397517943443,144.6316596397087,79.1397517943443,144.6316596397087,118.21014971590941,147.0847067842085,175.6114528972049,144.6316596397087,154.70436675745543,92.68098685256979,103.69825165735541,101.18200603591978,103.50934011994764,100.42635988628868,157.2903100723317,100.19111155668655,159.3890111014909,106.28618191456013,164.22509140010223,90.30720359179881,169.62837821266987,132.16349817079535,102.7609023050884,80.03747645446667,102.7609023050884,98.0859539956253
1287,80.7842316725568,134.86853200459947,80.7842316725568,134.86853200459947,136.44801323782337,150.07742430049828,195.32114470581877,155.67037178995784,168.2737757144354,101.14240391589345,122.44591931154662,114.63285515137586,122.64430830030369,114.63285515137586,171.44799953454893,109.07796346617722,174.62222335466242,116.21996706143261,175.5196387730872,94.5260217303268,182.16100492743197,132.28947515075726,120.50162509889742,102.26579991205188,120.50162509889742,109.38703769313778
1288,81.73828203808158,143.5032579532388,81.73828203808158,143.5032579532388,119.29478251505031,148.4093522422384,173.85055100872606,143.5032579532388,159.3084993822511,96.0376725783541,106.85625717809839,102.68654835071149,105.56342022236223,97.88458251512004,160.78602733166386,102.13247536968171,161.70948230004683,106.19567723056677,169.1113489309271,96.46567423283958,170.5746499965234,131.86772535161336,105.2305813968017,80.49878053329272,105.2305813968017,95.92103910106755
1289,81.81030492010252,143.3070141816788,81.81030492010252,143.3070141816788,119.73633100106028,148.2131084706784,174.29209949473602,143.3070141816788,159.1333375173474,95.92140275628883,107.65525756113928,103.12592858292227,106.10272885575023,97.3318125742012,160.82627500514585,102.46750630920397,161.91606430380273,106.68140886100112,168.93618706602342,96.3494044107743,170.33691231172253,131.91977422674012,105.67212988281167,80.30175712856678,105.67212988281167,95.72479532950754
1290,79.55849059241633,142.71828286699886,79.55849059241633,142.71828286699886,118.12940442206039,149.58681487159834,176.19485716119323,142.53663556141845,155.12376971386593,88.76903310961777,105.53405529041463,107.47870558439976,105.53405529041463,107.47870558439976,157.66683199199164,97.30645647189692,159.84659965895653,104.93564330627405,164.72153842938351,86.72896439174323,168.74731763239652,128.73144033730745,104.2204251247502,82.17456485885177,104.2204251247502,102.63088769788615
1291,70.71886751671403,148.11498658489842,70.71886751671403,148.11498658489842,116.98436964885256,154.00229973169797,184.7277195913593,148.11498658489842,157.15593387071596,78.35875759745831,97.79814895593768,98.50574298824068,98.54530369459354,100.45136381315699,161.44715139761885,90.82135821756287,164.6560644711966,100.14071847136361,165.73786737120213,73.60171417917304,177.5195535130121,130.78424646379528,96.7437887511914,72.98788429475839,96.7437887511914,95.21938451823297
1292,83.17260215977485,143.5032579532388,83.17260215977485,143.5032579532388,120.91379363042017,148.4093522422384,175.08688676955393,146.44691452663858,162.22034745335714,100.83963841394555,108.10588630611507,100.65494742026895,107.3671223314087,97.51520052776685,163.88256639644652,107.85789617365612,164.62133037115288,112.29048002189438,169.08783334726382,100.95951082611731,169.60798720042092,131.86772535161336,106.8648299998403,80.49878053329272,106.8648299998403,95.97790617922698
1293,79.79984224656857,145.41663472594863,79.79984224656857,145.41663472594863,116.97862989152611,147.86968187044843,175.90082230241148,145.41663472594863,156.79905864814884,91.34522469704736,103.87403893788151,104.52871336133776,102.72764861924756,100.89847735233026,158.90077423231108,98.79676176816803,160.620359710262,105.6751036799717,162.57820527051604,90.22187239003941,170.74680752486188,132.04208100855254,101.6305161779094,78.57741604456213,101.6305161779094,97.66826394147284
1294,82.23688252720495,142.71828286699886,82.23688252720495,142.71828286699886,118.21546003935575,145.66193944039864,173.64451331647342,142.71828286699886,155.40825454293554,88.97454560482456,108.92718447835233,108.76531371826036,107.21304370431076,102.52695665844269,157.58705470221287,96.9634795221748,159.22115482167084,102.95517996018746,161.06750316294801,87.35178217617408,168.66262217853932,129.10078187151552,106.56681763913522,81.99252041303436,106.56681763913522,100.41324644103057
1295,76.1150369716815,138.69528555001915,76.1150369716815,138.69528555001915,120.88258539860288,143.62730108756256,178.70581268875233,138.69528555001915,155.28857838624035,85.7937770653478,109.72317021017864,109.2939436021705,109.89336502439397,109.92115424585668,157.79067676051537,92.4064656259317,158.68428332275641,95.26600662510313,159.8688119850001,84.03559011472306,172.98198831861356,129.40177730271202,107.23374857550294,83.57405247475357,107.23374857550294,101.63492191760699
1296,80.13772062200054,146.0053660406286,80.13772062200054,146.0053660406286,115.94616191711958,148.4584131851284,174.86835432800495,146.0053660406286,155.91616122790853,91.4912837680111,104.88170122801131,103.86327407101649,103.91513948558901,100.19033944981174,157.84928471275313,99.41709005587391,159.58909584911328,105.79639755586106,161.69530785027575,90.36793146100314,168.67477622788283,128.60725467702727,102.94857774316672,79.16785530372998,102.94857774316672,96.90402952557594
1297,79.50631354080953,143.6013798390188,79.50631354080953,143.6013798390188,118.08034347917038,150.46991184361826,175.4816466604659,143.6013798390188,154.6587578768491,87.95966624406641,105.67614894337072,107.21134465525799,104.67334112975756,103.71413820166687,157.18792667661967,96.81175704326338,159.35578564785158,104.03795361403643,164.2565265923667,85.9195975261919,168.9304961041259,126.43916298343284,104.1462148384916,82.88486775898018,104.1462148384916,101.87583035977768
1298,79.87434683373709,148.01686469911843,79.87434683373709,148.01686469911843,115.42001818230665,145.08592046851905,175.44117571392795,148.01686469911843,156.2137101557393,90.2520523458387,103.75591236495168,106.37721197802632,103.75591236495168,106.58132792273756,158.4589855475629,98.00845824486566,159.6836812158303,102.70312497322408,160.15475604922898,89.04715369916224,170.5018262855258,136.79048774000046,101.9366285647368,96.44714704805602,101.9366285647368,100.9837402318489
1299,75.4825701779034,146.49597546952856,75.4825701779034,146.49597546952856,121.25047247518162,154.34572633192795,182.17435135597887,146.49597546952856,149.8419631664545,82.1427277116268,99.61503808711655,98.0348407250111,99.02644130884306,96.07285146409946,154.55073739264247,95.09185683364362,160.04430732319503,108.8257816600251,152.16872183462445,81.24956874070946,167.69606544075043,128.64187319523265,98.14789594397308,79.37900649609735,98.14789594397308,94.16145684422486
1300,80.45406031301012,142.47297815254888,80.45406031301012,142.47297815254888,118.19434600682436,149.43963204292834,175.59564918811984,142.47297815254888,155.96781447758838,86.46995472905786,104.59868959902249,98.69995156676241,103.90456097309314,96.10942826780604,158.55070362775712,96.10942826780604,161.0261520771295,104.8967559845291,161.76568610896723,85.44763352976156,168.43300356217185,127.65927518246416,102.62417319064843,81.5259929136331,102.62417319064843,91.33095601033196
1301,72.63588100631435,142.57110003832886,72.63588100631435,142.57110003832886,116.2770453541649,148.4584131851284,182.23457697547576,142.57110003832886,157.75413802955703,83.8688538154029,104.13941981261794,109.69784215349031,106.68318381561141,116.74211170024145,160.64726499665178,91.81765482911105,161.8632952651618,95.21795475183525,166.4968620691209,79.41421341933835,173.99509281789983,125.74312278775676,103.12930607388351,81.23400764876017,103.12930607388351,105.45409573307325
1302,72.69300528282987,142.2276734380989,72.69300528282987,142.2276734380989,116.1298625254949,148.11498658489845,182.08739414680576,142.2276734380989,157.53179130088938,83.6908886797175,104.4211514758013,109.81751838893388,106.02508228144751,115.06373966444919,160.64180737873798,92.23558762774744,161.77716695999624,95.35496244021598,166.27451534045326,79.23624828365294,174.34134097812728,125.81364257679601,102.98212324521353,80.89216584148741,102.98212324521353,105.11066913284327
1303,74.35112735868421,145.12226906860866,74.35112735868421,145.12226906860866,116.464653255417,153.756995017248,182.44180925388386,145.12226906860866,158.67420727410092,86.23306476573063,99.1980673801643,97.18919579882422,99.1980673801643,97.18919579882422,161.60888522939388,95.62403422266797,164.5435631846868,105.4062940736444,167.6223475742734,80.19746792336333,172.76066145950696,128.29678212492922,98.16166905114137,80.24566092914013,98.16166905114137,93.89063120661913
1304,79.21821452543603,143.01264852433883,79.21821452543603,143.01264852433883,118.28399025252114,149.8811805289384,175.68529343381667,143.01264852433883,155.56619045497868,87.48684784830782,104.97195760214777,104.83866055956751,104.97195760214777,105.02131121968604,158.65962158838187,97.60500517109995,160.49775827817882,103.74275659885637,165.1639591704963,85.4467791304333,168.8996886436309,128.400595714857,104.0983697190351,81.74101373871787,104.0983697190351,101.3701415448513
1305,77.70943396318718,141.24645458029897,77.70943396318718,141.24645458029897,118.95871974633042,148.4093522422384,178.9798772779517,141.24645458029897,156.28260560269956,86.11994691521969,105.98861646670188,100.79648467020833,105.4516699634706,98.82768082502693,159.97682735532695,96.84874591374682,162.58382929721887,104.42002931151131,165.10819573475015,85.81175051658968,172.3910006996383,130.32854234792936,105.13153078832616,84.11111815960447,105.13153078832616,96.98512696327415
1306,77.86757558894618,144.92602529704868,77.86757558894618,144.92602529704868,115.94843694271968,151.59831353008815,176.93118895498492,144.92602529704868,157.47631287803063,91.91686609978244,105.03714463987477,113.00653158686686,103.89716272165398,109.58658583220452,159.56627972810207,99.70674254095775,161.46624959180338,105.40665213206168,169.16317289275707,90.48190012454053,172.86606877401115,132.00623022387984,98.23326951328525,80.05889538623795,98.23326951328525,89.8181827616185
1307,74.61018226618592,144.19011115369872,74.61018226618592,144.19011115369872,116.18772074286916,150.56803372939822,181.08553599775604,144.19011115369872,156.38564695070448,84.55385763986692,101.73570225909938,104.69854528166293,101.93515461198847,104.69854528166293,159.17797989115144,92.73140410831874,161.17250342004218,98.51552234210178,164.51459743883947,81.1033228754388,176.13142988672234,131.2257082159092,101.00026018214264,76.5904209495739,101.00026018214264,100.89208858622125
1308,75.73548868058165,145.41663472594863,75.73548868058165,145.41663472594863,116.15963334471508,152.77577615944804,179.18332058120416,145.41663472594863,155.91599405096372,84.09045611345344,100.64262028278912,105.01932051262517,100.18026993389488,103.59635245542619,158.78621634844131,92.9240920264336,162.46539176686127,104.92944884585472,166.18113452580906,80.75510978857858,171.99178844453044,131.52397290434777,99.7861150226021,78.73764097803793,99.7861150226021,102.3832683738436
1309,80.05571780485113,140.95208892295898,80.05571780485113,140.95208892295898,118.78825704329685,148.80183978535837,174.7373563150485,140.95208892295898,154.04732243785838,90.22498409181925,107.68733728788452,108.77321630723924,107.86124070568326,109.40029177359685,156.68659334987223,98.11293337915978,157.72066451183747,102.1196155694658,162.63429176172286,88.16343515228684,170.1400591429096,128.35777324074496,106.22270655150867,84.2603654957468,106.22270655150867,103.49192848851726
1310,73.0480270599549,144.6316596397087,73.0480270599549,144.6316596397087,115.3767005397999,151.2548869298582,181.68747094991875,144.6316596397087,157.88498122601092,84.66416721500245,102.3298126586409,108.53082807968487,103.5331737106417,112.9431519370211,160.2917033300125,91.48321317634029,162.6330724196415,98.4536253077411,165.88855785051243,80.93203814236705,175.73483683068937,131.7958084183669,101.4629899769885,77.27811609509163,101.4629899769885,105.74519030265604
1311,81.04279162769006,142.2767343809889,81.04279162769006,142.2767343809889,119.46088388594103,148.16404752778843,175.36092221480266,142.2767343809889,156.91785562080696,92.23532312838563,107.23775419674232,103.9778925558918,106.69578945393434,101.08741392758259,158.72440476350022,98.91955495635068,160.35029899192415,103.9778925558918,165.5865755543578,90.55029466787371,171.1895938480837,132.5213690104453,106.25506123969821,80.53474378929042,106.25506123969821,98.87924645626649
1312,78.54333388605032,143.15983135300883,78.54333388605032,143.15983135300883,119.56791872587618,150.02820076058148,179.52692733792935,142.97419974739876,156.69423984789051,84.12898076900606,102.30417940413949,97.68008797854125,101.93291619291935,96.38066673927077,159.84997714326173,94.1530874719499,162.50449046185096,103.13345420372771,164.5439907102899,84.12898076900606,174.14361077523722,132.20756662201458,101.24249427935544,81.76414679801547,101.24249427935544,94.37516527597197
1313,81.44338911376092,151.00958221540822,81.44338911376092,151.00958221540822,116.80821770793408,151.00958221540841,173.8268455346876,151.00958221540822,153.1703079085218,96.51801526696124,107.03527518859065,117.40935083825082,107.20936965168471,117.40935083825082,155.60763039183888,103.48179379072442,159.26361411681458,116.7129729858745,161.92056051053999,88.63925243547635,168.31652619770674,137.08202516788182,105.9735672159777,83.41955218787716,105.9735672159777,113.2246655957917
1314,82.65566605913307,143.3070141816788,82.65566605913307,143.3070141816788,118.84312126946051,148.2131084706784,175.3515152901581,146.25067075507857,157.4073864084886,98.30904984361467,104.51182016619278,97.7580543619241,104.32815500562926,97.94171952248763,159.61136833525092,106.02298658728282,161.26435478032266,111.71660656475214,167.21359766632253,98.6514902865369,172.28426441413427,139.0827154887177,103.2261640422481,83.03118769136057,103.2261640422481,94.63574663234414
1315,78.36581234323681,143.79762361057877,78.36581234323681,143.79762361057877,119.69496595162907,147.45756995017248,177.0962691329246,143.79762361057877,156.00026281663827,89.56494528944665,106.59652160629189,103.86602827138903,106.59652160629189,104.05175662180386,158.41473137203116,97.92272105811429,160.64347157700917,105.53758342512256,165.0655430129928,85.8099832854044,171.78717260189933,135.2541194914963,104.98946484957312,80.22560560302142,104.98946484957312,99.35804316439138
1316,78.41349274592599,144.6807205825987,78.41349274592599,144.6807205825987,117.6461979949512,151.54925258719817,177.00993889184656,144.6807205825987,155.55226921219875,88.82160658978049,103.89958270969046,103.6091078874557,103.62615097509001,102.65553810680561,158.19603736809114,97.20656793166225,160.77311791338178,105.38002319437729,165.13186974200724,86.69786028207048,172.08200702640005,134.80087729135192,102.2894467484888,79.06662634001255,102.2894467484888,97.99389647981334
1317,78.26420111126896,142.42391720965887,78.26420111126896,142.42391720965887,117.11230052961906,149.5377539287083,176.27979765495445,142.42391720965887,155.22319459000178,87.32416835751448,102.26158044912864,103.83193722178515,101.75655322309996,102.27762324241132,157.9330183040417,95.81494932817279,160.64284201808158,103.40245572748447,164.78389741043185,85.11690619147272,171.4821368742411,131.76527726776865,100.54472569405878,82.67168020047151,100.54472569405878,98.5480016063856
1318,75.07105008214577,140.46147949405903,75.07105008214577,140.46147949405903,116.67726050215732,144.38635492525873,179.75000868153643,140.46147949405903,158.12291063625116,83.0359813181348,108.1795620597959,114.64806337589114,108.1795620597959,114.83511711587786,161.4898779560122,91.64045335752408,163.54746909586618,97.0650118171391,161.31821205791425,81.77731861539439,176.64123089493683,129.79941631481577,107.01911349597255,102.084151117555,107.01911349597255,110.70439355515109
1319,79.5863360438745,143.74856266768876,79.5863360438745,143.74856266768876,118.3256481936204,150.61709467228823,176.21756080381584,143.74856266768876,156.412249942498,89.08758236328916,105.50803804389906,102.04843336330143,104.75668436273892,99.41869547924097,158.85414940626845,97.72814969663068,161.10821044974884,104.86600966765192,165.82036999333198,86.30077024200882,171.81500040628072,132.6660958705768,104.37853188651542,82.5523848411915,104.37853188651542,96.68759741152974
1320,78.9943005294369,142.76734380988884,78.9943005294369,142.76734380988884,118.03868553807118,149.63587581448832,175.93059814826665,142.76734380988884,156.67412677193084,87.44415048596633,105.50026644576491,101.15340652093938,104.97330186504101,99.11578567610636,159.7290420956209,97.757371779551,161.78118278792988,104.68528265198327,162.31899880243122,85.77206321319812,172.96794398377105,132.15741632310917,104.09156923096621,81.57240065700603,104.09156923096621,95.70637855372982
1322,77.02932406366114,143.3070141816788,77.02932406366114,143.3070141816788,116.07624782247132,150.17554618627827,177.8930358638665,143.3070141816788,159.84863712725058,89.54048975543051,103.30390674487536,100.78856768902497,102.74420989289737,98.62438054230807,162.10432988861493,97.4070252722798,164.04361325811365,104.17011010577015,165.50788574726312,87.91772632678001,174.75234038926328,132.3650548247581,102.13895861863011,79.83154122173471,102.13895861863011,96.28404751439473
1323,79.37180400147837,143.5032579532388,79.37180400147837,143.5032579532388,118.43117308119113,150.37178995783825,175.75397875386267,143.5032579532388,156.75733035197132,92.7132346921754,105.25338002021589,101.19159672265,105.96730709090792,104.53345828747743,158.6611834066357,98.9404574412334,160.40203169500813,104.63451562364008,166.4963803642434,91.51742971280717,170.60915487771587,131.86772535161336,105.22535043494831,81.03954129490631,105.22535043494831,101.08698888631632
1325,79.48349157467939,143.2088922958988,79.48349157467939,143.2088922958988,120.2974319662706,149.5868148715983,175.96197776926024,143.2088922958988,154.47866024114833,93.4596219923996,106.77133759935992,106.08257117388447,106.21444278252972,104.41188672339382,156.52060790285915,100.14235979436219,157.8200291421296,103.2980970897334,164.22777465483966,92.34885071127334,168.58666226751376,130.2146799031938,105.8243041746451,80.47808847768628,105.8243041746451,102.2473469367045
